"id","age","age_rounded","gender","question_type","trial_number","trial_type","correct","trial"
42772342,4.68,4,"f","easier",10,"complex",1,"Probability"
42772342,4.68,4,"f","easier",11,"agent",0,"Agent1"
42772342,4.68,4,"f","easier",12,"agent",1,"Agent3"
42772342,4.68,4,"f","easier",13,"agent",1,"Agent2"
10024037,4.02,4,"m","easier",1,"simple",0,"Number2"
10024037,4.02,4,"m","easier",2,"simple",1,"Number&Stability"
10024037,4.02,4,"m","easier",3,"simple",1,"Number3"
10024037,4.02,4,"m","easier",4,"simple",1,"Number1"
10024037,4.02,4,"m","easier",5,"simple",1,"Number4"
10024037,4.02,4,"m","easier",6,"simple",1,"Stability"
10024037,4.02,4,"m","easier",7,"complex",1,"Probability"
10024037,4.02,4,"m","easier",8,"complex",0,"Process1"
10024037,4.02,4,"m","easier",9,"complex",0,"Process2"
10024037,4.02,4,"m","easier",10,"complex",1,"Pattern"
10024037,4.02,4,"m","easier",11,"agent",1,"Agent1"
10024037,4.02,4,"m","easier",12,"agent",1,"Agent3"
10024037,4.02,4,"m","easier",13,"agent",0,"Agent2"
37498329,4.02,4,"f","easier",1,"simple",0,"Number1"
37498329,4.02,4,"f","easier",2,"simple",0,"Stability"
37498329,4.02,4,"f","easier",3,"simple",1,"Number3"
37498329,4.02,4,"f","easier",4,"simple",0,"Number4"
37498329,4.02,4,"f","easier",5,"simple",0,"Number&Stability"
37498329,4.02,4,"f","easier",6,"simple",1,"Number2"
37498329,4.02,4,"f","easier",7,"complex",0,"Pattern"
37498329,4.02,4,"f","easier",8,"complex",1,"Process1"
37498329,4.02,4,"f","easier",9,"complex",1,"Probability"
37498329,4.02,4,"f","easier",10,"complex",0,"Process2"
37498329,4.02,4,"f","easier",11,"agent",0,"Agent1"
37498329,4.02,4,"f","easier",12,"agent",1,"Agent3"
37498329,4.02,4,"f","easier",13,"agent",1,"Agent2"
84567939,4.52,4,"m","easier",1,"simple",1,"Number&Stability"
84567939,4.52,4,"m","easier",2,"simple",1,"Stability"
84567939,4.52,4,"m","easier",3,"simple",1,"Number2"
84567939,4.52,4,"m","easier",4,"simple",1,"Number4"
84567939,4.52,4,"m","easier",5,"simple",1,"Number1"
84567939,4.52,4,"m","easier",6,"simple",1,"Number3"
84567939,4.52,4,"m","easier",7,"complex",1,"Process1"
84567939,4.52,4,"m","easier",8,"complex",0,"Probability"
84567939,4.52,4,"m","easier",9,"complex",0,"Process2"
84567939,4.52,4,"m","easier",10,"complex",0,"Pattern"
84567939,4.52,4,"m","easier",11,"agent",1,"Agent1"
84567939,4.52,4,"m","easier",12,"agent",1,"Agent3"
84567939,4.52,4,"m","easier",13,"agent",0,"Agent2"
83286308,4.52,4,"f","easier",1,"simple",1,"Number3"
83286308,4.52,4,"f","easier",2,"simple",1,"Number2"
83286308,4.52,4,"f","easier",3,"simple",0,"Number1"
83286308,4.52,4,"f","easier",4,"simple",1,"Number&Stability"
83286308,4.52,4,"f","easier",5,"simple",1,"Number4"
83286308,4.52,4,"f","easier",6,"simple",1,"Stability"
83286308,4.52,4,"f","easier",7,"complex",1,"Process1"
83286308,4.52,4,"f","easier",8,"complex",0,"Probability"
83286308,4.52,4,"f","easier",9,"complex",0,"Pattern"
83286308,4.52,4,"f","easier",11,"agent",1,"Agent3"
83286308,4.52,4,"f","easier",12,"agent",0,"Agent2"
83286308,4.52,4,"f","easier",13,"agent",0,"Agent1"
24860595,4.76,4,"m","harder",1,"simple",1,"Stability"
24860595,4.76,4,"m","harder",2,"simple",0,"Number2"
24860595,4.76,4,"m","harder",3,"simple",0,"Number&Stability"
24860595,4.76,4,"m","harder",4,"simple",1,"Number1"
24860595,4.76,4,"m","harder",5,"simple",1,"Number3"
24860595,4.76,4,"m","harder",6,"simple",1,"Number4"
24860595,4.76,4,"m","harder",7,"complex",0,"Process2"
24860595,4.76,4,"m","harder",8,"complex",0,"Probability"
24860595,4.76,4,"m","harder",9,"complex",1,"Process1"
24860595,4.76,4,"m","harder",10,"complex",1,"Pattern"
24860595,4.76,4,"m","harder",11,"agent",1,"Agent1"
24860595,4.76,4,"m","harder",12,"agent",1,"Agent3"
24860595,4.76,4,"m","harder",13,"agent",1,"Agent2"
43326014,4.84,4,"m","harder",1,"simple",0,"Number4"
43326014,4.84,4,"m","harder",2,"simple",1,"Number2"
43326014,4.84,4,"m","harder",3,"simple",1,"Number3"
43326014,4.84,4,"m","harder",4,"simple",0,"Stability"
43326014,4.84,4,"m","harder",5,"simple",0,"Number&Stability"
43326014,4.84,4,"m","harder",6,"simple",1,"Number1"
43326014,4.84,4,"m","harder",7,"complex",0,"Pattern"
43326014,4.84,4,"m","harder",8,"complex",1,"Process2"
43326014,4.84,4,"m","harder",9,"complex",0,"Probability"
43326014,4.84,4,"m","harder",10,"complex",0,"Process1"
43326014,4.84,4,"m","harder",11,"agent",0,"Agent2"
43326014,4.84,4,"m","harder",12,"agent",1,"Agent1"
43326014,4.84,4,"m","harder",13,"agent",1,"Agent3"
60807934,4.43,4,"m","easier",1,"simple",0,"Number&Stability"
60807934,4.43,4,"m","easier",2,"simple",1,"Stability"
60807934,4.43,4,"m","easier",3,"simple",0,"Number4"
60807934,4.43,4,"m","easier",4,"simple",1,"Number2"
60807934,4.43,4,"m","easier",5,"simple",0,"Number1"
60807934,4.43,4,"m","easier",6,"simple",1,"Number3"
60807934,4.43,4,"m","easier",7,"complex",1,"Process2"
60807934,4.43,4,"m","easier",8,"complex",0,"Pattern"
60807934,4.43,4,"m","easier",9,"complex",0,"Process1"
60807934,4.43,4,"m","easier",10,"complex",1,"Probability"
60807934,4.43,4,"m","easier",11,"agent",1,"Agent3"
60807934,4.43,4,"m","easier",12,"agent",1,"Agent1"
60807934,4.43,4,"m","easier",13,"agent",1,"Agent2"
29008482,4.52,4,"m","easier",1,"simple",0,"Number&Stability"
29008482,4.52,4,"m","easier",2,"simple",1,"Number1"
29008482,4.52,4,"m","easier",3,"simple",1,"Stability"
29008482,4.52,4,"m","easier",4,"simple",1,"Number3"
29008482,4.52,4,"m","easier",5,"simple",0,"Number2"
29008482,4.52,4,"m","easier",6,"simple",0,"Number4"
29008482,4.52,4,"m","easier",7,"complex",0,"Process2"
29008482,4.52,4,"m","easier",8,"complex",0,"Probability"
29008482,4.52,4,"m","easier",9,"complex",1,"Process1"
29008482,4.52,4,"m","easier",10,"complex",1,"Pattern"
29008482,4.52,4,"m","easier",11,"agent",1,"Agent2"
29008482,4.52,4,"m","easier",12,"agent",1,"Agent3"
29008482,4.52,4,"m","easier",13,"agent",0,"Agent1"
37547392,4.52,4,"f","harder",1,"simple",0,"Number1"
37547392,4.52,4,"f","harder",2,"simple",1,"Stability"
37547392,4.52,4,"f","harder",3,"simple",1,"Number&Stability"
37547392,4.52,4,"f","harder",4,"simple",1,"Number3"
37547392,4.52,4,"f","harder",5,"simple",1,"Number2"
37547392,4.52,4,"f","harder",6,"simple",1,"Number4"
37547392,4.52,4,"f","harder",7,"complex",1,"Pattern"
37547392,4.52,4,"f","harder",8,"complex",0,"Process2"
37547392,4.52,4,"f","harder",9,"complex",1,"Process1"
37547392,4.52,4,"f","harder",10,"complex",0,"Probability"
37547392,4.52,4,"f","harder",11,"agent",1,"Agent2"
37547392,4.52,4,"f","harder",12,"agent",1,"Agent3"
37547392,4.52,4,"f","harder",13,"agent",1,"Agent1"
62751169,4.1,4,"m","easier",1,"simple",0,"Number2"
62751169,4.1,4,"m","easier",2,"simple",1,"Number3"
62751169,4.1,4,"m","easier",3,"simple",0,"Stability"
62751169,4.1,4,"m","easier",4,"simple",0,"Number1"
62751169,4.1,4,"m","easier",5,"simple",0,"Number&Stability"
62751169,4.1,4,"m","easier",6,"simple",0,"Number4"
62751169,4.1,4,"m","easier",7,"complex",1,"Probability"
62751169,4.1,4,"m","easier",8,"complex",1,"Process1"
62751169,4.1,4,"m","easier",9,"complex",0,"Pattern"
62751169,4.1,4,"m","easier",10,"complex",0,"Process2"
62751169,4.1,4,"m","easier",11,"agent",1,"Agent1"
62751169,4.1,4,"m","easier",12,"agent",1,"Agent3"
62751169,4.1,4,"m","easier",13,"agent",0,"Agent2"
40959213,4.19,4,"f","harder",1,"simple",1,"Number4"
40959213,4.19,4,"f","harder",2,"simple",1,"Number2"
40959213,4.19,4,"f","harder",3,"simple",1,"Number1"
40959213,4.19,4,"f","harder",4,"simple",1,"Number&Stability"
40959213,4.19,4,"f","harder",5,"simple",1,"Stability"
40959213,4.19,4,"f","harder",6,"simple",1,"Number3"
40959213,4.19,4,"f","harder",7,"complex",0,"Probability"
40959213,4.19,4,"f","harder",8,"complex",1,"Pattern"
40959213,4.19,4,"f","harder",9,"complex",1,"Process2"
40959213,4.19,4,"f","harder",10,"complex",1,"Process1"
40959213,4.19,4,"f","harder",11,"agent",1,"Agent1"
40959213,4.19,4,"f","harder",12,"agent",1,"Agent2"
40959213,4.19,4,"f","harder",13,"agent",1,"Agent3"
11477767,4.84,4,"f","harder",1,"simple",1,"Number&Stability"
11477767,4.84,4,"f","harder",2,"simple",1,"Number3"
11477767,4.84,4,"f","harder",3,"simple",1,"Number4"
11477767,4.84,4,"f","harder",4,"simple",1,"Number1"
11477767,4.84,4,"f","harder",5,"simple",1,"Stability"
11477767,4.84,4,"f","harder",6,"simple",1,"Number2"
11477767,4.84,4,"f","harder",7,"complex",0,"Process1"
11477767,4.84,4,"f","harder",8,"complex",0,"Process2"
11477767,4.84,4,"f","harder",9,"complex",0,"Pattern"
11477767,4.84,4,"f","harder",10,"complex",0,"Probability"
11477767,4.84,4,"f","harder",11,"agent",1,"Agent1"
11477767,4.84,4,"f","harder",12,"agent",1,"Agent2"
11477767,4.84,4,"f","harder",13,"agent",0,"Agent3"
24290693,4.68,4,"f","easier",1,"simple",0,"Number3"
24290693,4.68,4,"f","easier",2,"simple",0,"Number4"
24290693,4.68,4,"f","easier",3,"simple",0,"Number1"
24290693,4.68,4,"f","easier",4,"simple",0,"Number&Stability"
24290693,4.68,4,"f","easier",5,"simple",0,"Number2"
24290693,4.68,4,"f","easier",6,"simple",1,"Stability"
24290693,4.68,4,"f","easier",7,"complex",1,"Process2"
24290693,4.68,4,"f","easier",8,"complex",0,"Probability"
24290693,4.68,4,"f","easier",9,"complex",0,"Process1"
24290693,4.68,4,"f","easier",10,"complex",1,"Pattern"
24290693,4.68,4,"f","easier",11,"agent",0,"Agent3"
24290693,4.68,4,"f","easier",12,"agent",1,"Agent1"
24290693,4.68,4,"f","easier",13,"agent",1,"Agent2"
15415617,4.6,4,"m","easier",1,"simple",1,"Number&Stability"
15415617,4.6,4,"m","easier",2,"simple",1,"Number4"
15415617,4.6,4,"m","easier",3,"simple",0,"Number1"
15415617,4.6,4,"m","easier",4,"simple",1,"Number2"
15415617,4.6,4,"m","easier",5,"simple",1,"Stability"
15415617,4.6,4,"m","easier",6,"simple",1,"Number3"
15415617,4.6,4,"m","easier",7,"complex",1,"Probability"
15415617,4.6,4,"m","easier",8,"complex",0,"Pattern"
15415617,4.6,4,"m","easier",9,"complex",1,"Process2"
15415617,4.6,4,"m","easier",10,"complex",0,"Process1"
15415617,4.6,4,"m","easier",11,"agent",1,"Agent1"
15415617,4.6,4,"m","easier",12,"agent",1,"Agent3"
15415617,4.6,4,"m","easier",13,"agent",1,"Agent2"
99563678,4.1,4,"f","easier",1,"simple",0,"Number4"
99563678,4.1,4,"f","easier",2,"simple",1,"Stability"
99563678,4.1,4,"f","easier",3,"simple",1,"Number1"
99563678,4.1,4,"f","easier",4,"simple",0,"Number2"
99563678,4.1,4,"f","easier",5,"simple",1,"Number3"
99563678,4.1,4,"f","easier",6,"simple",0,"Number&Stability"
99563678,4.1,4,"f","easier",7,"complex",0,"Process1"
99563678,4.1,4,"f","easier",8,"complex",0,"Pattern"
99563678,4.1,4,"f","easier",9,"complex",1,"Process2"
99563678,4.1,4,"f","easier",10,"complex",1,"Probability"
99563678,4.1,4,"f","easier",11,"agent",1,"Agent3"
99563678,4.1,4,"f","easier",12,"agent",0,"Agent1"
99563678,4.1,4,"f","easier",13,"agent",1,"Agent2"
83727427,4.27,4,"f","easier",1,"simple",0,"Stability"
83727427,4.27,4,"f","easier",2,"simple",0,"Number1"
83727427,4.27,4,"f","easier",3,"simple",0,"Number2"
83727427,4.27,4,"f","easier",4,"simple",1,"Number&Stability"
83727427,4.27,4,"f","easier",5,"simple",0,"Number4"
83727427,4.27,4,"f","easier",6,"simple",0,"Number3"
83727427,4.27,4,"f","easier",7,"complex",1,"Probability"
83727427,4.27,4,"f","easier",8,"complex",0,"Pattern"
83727427,4.27,4,"f","easier",9,"complex",1,"Process2"
83727427,4.27,4,"f","easier",10,"complex",1,"Process1"
83727427,4.27,4,"f","easier",11,"agent",0,"Agent1"
83727427,4.27,4,"f","easier",12,"agent",1,"Agent2"
83727427,4.27,4,"f","easier",13,"agent",1,"Agent3"
19125236,4.19,4,"m","easier",1,"simple",1,"Number2"
19125236,4.19,4,"m","easier",2,"simple",1,"Number3"
19125236,4.19,4,"m","easier",3,"simple",1,"Number1"
19125236,4.19,4,"m","easier",4,"simple",1,"Number&Stability"
19125236,4.19,4,"m","easier",5,"simple",0,"Number4"
19125236,4.19,4,"m","easier",6,"simple",1,"Stability"
19125236,4.19,4,"m","easier",7,"complex",1,"Process2"
19125236,4.19,4,"m","easier",8,"complex",0,"Pattern"
19125236,4.19,4,"m","easier",9,"complex",0,"Probability"
19125236,4.19,4,"m","easier",10,"complex",1,"Process1"
19125236,4.19,4,"m","easier",11,"agent",1,"Agent3"
19125236,4.19,4,"m","easier",12,"agent",1,"Agent2"
19125236,4.19,4,"m","easier",13,"agent",1,"Agent1"
92407354,4.02,4,"m","easier",1,"simple",1,"Number2"
92407354,4.02,4,"m","easier",2,"simple",1,"Stability"
92407354,4.02,4,"m","easier",3,"simple",1,"Number1"
92407354,4.02,4,"m","easier",4,"simple",1,"Number4"
92407354,4.02,4,"m","easier",5,"simple",0,"Number3"
92407354,4.02,4,"m","easier",6,"simple",1,"Number&Stability"
92407354,4.02,4,"m","easier",7,"complex",0,"Process1"
92407354,4.02,4,"m","easier",8,"complex",0,"Process2"
92407354,4.02,4,"m","easier",9,"complex",0,"Pattern"
92407354,4.02,4,"m","easier",10,"complex",0,"Probability"
92407354,4.02,4,"m","easier",11,"agent",0,"Agent3"
92407354,4.02,4,"m","easier",12,"agent",1,"Agent1"
92407354,4.02,4,"m","easier",13,"agent",1,"Agent2"
55094922,4.35,4,"f","harder",1,"simple",1,"Number4"
55094922,4.35,4,"f","harder",2,"simple",1,"Number&Stability"
55094922,4.35,4,"f","harder",3,"simple",1,"Stability"
55094922,4.35,4,"f","harder",4,"simple",1,"Number3"
55094922,4.35,4,"f","harder",5,"simple",0,"Number1"
55094922,4.35,4,"f","harder",6,"simple",1,"Number2"
55094922,4.35,4,"f","harder",7,"complex",1,"Pattern"
55094922,4.35,4,"f","harder",8,"complex",0,"Probability"
55094922,4.35,4,"f","harder",9,"complex",0,"Process2"
55094922,4.35,4,"f","harder",10,"complex",0,"Process1"
55094922,4.35,4,"f","harder",11,"agent",1,"Agent3"
55094922,4.35,4,"f","harder",12,"agent",1,"Agent1"
55094922,4.35,4,"f","harder",13,"agent",1,"Agent2"
69732681,4.02,4,"m","easier",1,"simple",1,"Number4"
69732681,4.02,4,"m","easier",2,"simple",1,"Number&Stability"
69732681,4.02,4,"m","easier",3,"simple",1,"Stability"
69732681,4.02,4,"m","easier",4,"simple",1,"Number1"
69732681,4.02,4,"m","easier",5,"simple",1,"Number2"
69732681,4.02,4,"m","easier",6,"simple",0,"Number3"
69732681,4.02,4,"m","easier",7,"complex",1,"Process2"
69732681,4.02,4,"m","easier",8,"complex",0,"Probability"
69732681,4.02,4,"m","easier",9,"complex",0,"Pattern"
69732681,4.02,4,"m","easier",10,"complex",0,"Process1"
69732681,4.02,4,"m","easier",11,"agent",0,"Agent3"
69732681,4.02,4,"m","easier",12,"agent",1,"Agent2"
69732681,4.02,4,"m","easier",13,"agent",0,"Agent1"
96960077,4.19,4,"f","harder",1,"simple",0,"Number2"
96960077,4.19,4,"f","harder",2,"simple",1,"Stability"
96960077,4.19,4,"f","harder",3,"simple",1,"Number&Stability"
96960077,4.19,4,"f","harder",4,"simple",1,"Number1"
96960077,4.19,4,"f","harder",5,"simple",1,"Number3"
96960077,4.19,4,"f","harder",6,"simple",1,"Number4"
96960077,4.19,4,"f","harder",7,"complex",0,"Process2"
96960077,4.19,4,"f","harder",8,"complex",1,"Pattern"
96960077,4.19,4,"f","harder",9,"complex",1,"Process1"
96960077,4.19,4,"f","harder",10,"complex",0,"Probability"
96960077,4.19,4,"f","harder",11,"agent",1,"Agent2"
96960077,4.19,4,"f","harder",12,"agent",1,"Agent1"
96960077,4.19,4,"f","harder",13,"agent",1,"Agent3"
40101176,4.52,4,"f","harder",1,"simple",1,"Number4"
40101176,4.52,4,"f","harder",2,"simple",1,"Number1"
40101176,4.52,4,"f","harder",3,"simple",1,"Number2"
40101176,4.52,4,"f","harder",4,"simple",1,"Number3"
40101176,4.52,4,"f","harder",5,"simple",1,"Number&Stability"
40101176,4.52,4,"f","harder",6,"simple",1,"Stability"
40101176,4.52,4,"f","harder",7,"complex",0,"Probability"
40101176,4.52,4,"f","harder",8,"complex",1,"Pattern"
40101176,4.52,4,"f","harder",9,"complex",1,"Process2"
40101176,4.52,4,"f","harder",10,"complex",1,"Process1"
40101176,4.52,4,"f","harder",11,"agent",1,"Agent2"
40101176,4.52,4,"f","harder",12,"agent",1,"Agent3"
40101176,4.52,4,"f","harder",13,"agent",0,"Agent1"
90599465,4.1,4,"m","harder",1,"simple",1,"Number3"
90599465,4.1,4,"m","harder",2,"simple",1,"Stability"
90599465,4.1,4,"m","harder",3,"simple",0,"Number&Stability"
90599465,4.1,4,"m","harder",4,"simple",0,"Number1"
90599465,4.1,4,"m","harder",5,"simple",1,"Number2"
90599465,4.1,4,"m","harder",6,"simple",1,"Number4"
90599465,4.1,4,"m","harder",7,"complex",0,"Process2"
90599465,4.1,4,"m","harder",8,"complex",1,"Pattern"
90599465,4.1,4,"m","harder",9,"complex",0,"Probability"
90599465,4.1,4,"m","harder",10,"complex",0,"Process1"
90599465,4.1,4,"m","harder",11,"agent",1,"Agent1"
90599465,4.1,4,"m","harder",12,"agent",1,"Agent3"
90599465,4.1,4,"m","harder",13,"agent",0,"Agent2"
43823961,4.02,4,"f","harder",1,"simple",0,"Number1"
43823961,4.02,4,"f","harder",2,"simple",1,"Number&Stability"
43823961,4.02,4,"f","harder",3,"simple",1,"Number2"
43823961,4.02,4,"f","harder",4,"simple",1,"Number4"
43823961,4.02,4,"f","harder",5,"simple",1,"Number3"
43823961,4.02,4,"f","harder",6,"simple",1,"Stability"
43823961,4.02,4,"f","harder",7,"complex",1,"Process2"
43823961,4.02,4,"f","harder",8,"complex",0,"Process1"
43823961,4.02,4,"f","harder",9,"complex",1,"Probability"
43823961,4.02,4,"f","harder",10,"complex",1,"Pattern"
43823961,4.02,4,"f","harder",11,"agent",0,"Agent3"
43823961,4.02,4,"f","harder",12,"agent",1,"Agent2"
43823961,4.02,4,"f","harder",13,"agent",1,"Agent1"
23149242,4.1,4,"f","easier",1,"simple",0,"Number1"
23149242,4.1,4,"f","easier",2,"simple",1,"Number2"
23149242,4.1,4,"f","easier",3,"simple",1,"Number3"
23149242,4.1,4,"f","easier",4,"simple",0,"Stability"
23149242,4.1,4,"f","easier",5,"simple",0,"Number4"
23149242,4.1,4,"f","easier",6,"simple",0,"Number&Stability"
23149242,4.1,4,"f","easier",7,"complex",0,"Process2"
23149242,4.1,4,"f","easier",8,"complex",1,"Process1"
23149242,4.1,4,"f","easier",9,"complex",0,"Pattern"
23149242,4.1,4,"f","easier",10,"complex",0,"Probability"
23149242,4.1,4,"f","easier",11,"agent",0,"Agent2"
23149242,4.1,4,"f","easier",12,"agent",1,"Agent1"
23149242,4.1,4,"f","easier",13,"agent",1,"Agent3"
32915684,4.43,4,"f","harder",1,"simple",0,"Number4"
32915684,4.43,4,"f","harder",2,"simple",1,"Number1"
32915684,4.43,4,"f","harder",3,"simple",1,"Number3"
32915684,4.43,4,"f","harder",4,"simple",1,"Number&Stability"
32915684,4.43,4,"f","harder",5,"simple",1,"Stability"
32915684,4.43,4,"f","harder",6,"simple",1,"Number2"
32915684,4.43,4,"f","harder",7,"complex",1,"Pattern"
32915684,4.43,4,"f","harder",8,"complex",0,"Process1"
32915684,4.43,4,"f","harder",9,"complex",1,"Probability"
32915684,4.43,4,"f","harder",10,"complex",0,"Process2"
32915684,4.43,4,"f","harder",11,"agent",1,"Agent2"
32915684,4.43,4,"f","harder",12,"agent",1,"Agent1"
32915684,4.43,4,"f","harder",13,"agent",1,"Agent3"
31852274,4.27,4,"f","harder",1,"simple",0,"Number3"
31852274,4.27,4,"f","harder",2,"simple",0,"Number2"
31852274,4.27,4,"f","harder",3,"simple",1,"Number&Stability"
31852274,4.27,4,"f","harder",4,"simple",0,"Stability"
31852274,4.27,4,"f","harder",5,"simple",1,"Number4"
31852274,4.27,4,"f","harder",6,"simple",0,"Number1"
31852274,4.27,4,"f","harder",7,"complex",1,"Pattern"
31852274,4.27,4,"f","harder",8,"complex",0,"Process1"
31852274,4.27,4,"f","harder",9,"complex",0,"Probability"
31852274,4.27,4,"f","harder",10,"complex",0,"Process2"
31852274,4.27,4,"f","harder",11,"agent",1,"Agent1"
31852274,4.27,4,"f","harder",12,"agent",1,"Agent2"
31852274,4.27,4,"f","harder",13,"agent",0,"Agent3"
99295467,4.1,4,"m","harder",1,"simple",1,"Stability"
99295467,4.1,4,"m","harder",2,"simple",0,"Number&Stability"
99295467,4.1,4,"m","harder",3,"simple",0,"Number3"
99295467,4.1,4,"m","harder",4,"simple",0,"Number2"
99295467,4.1,4,"m","harder",5,"simple",0,"Number4"
99295467,4.1,4,"m","harder",6,"simple",1,"Number1"
99295467,4.1,4,"m","harder",7,"complex",1,"Process1"
99295467,4.1,4,"m","harder",8,"complex",0,"Probability"
99295467,4.1,4,"m","harder",9,"complex",0,"Process2"
99295467,4.1,4,"m","harder",10,"complex",1,"Pattern"
99295467,4.1,4,"m","harder",11,"agent",1,"Agent2"
99295467,4.1,4,"m","harder",12,"agent",1,"Agent1"
99295467,4.1,4,"m","harder",13,"agent",0,"Agent3"
95393773,4.02,4,"f","harder",1,"simple",0,"Number2"
95393773,4.02,4,"f","harder",2,"simple",1,"Number3"
95393773,4.02,4,"f","harder",3,"simple",1,"Number&Stability"
95393773,4.02,4,"f","harder",4,"simple",0,"Number1"
95393773,4.02,4,"f","harder",5,"simple",0,"Stability"
95393773,4.02,4,"f","harder",6,"simple",1,"Number4"
95393773,4.02,4,"f","harder",7,"complex",1,"Process1"
95393773,4.02,4,"f","harder",8,"complex",1,"Pattern"
95393773,4.02,4,"f","harder",9,"complex",1,"Process2"
95393773,4.02,4,"f","harder",10,"complex",0,"Probability"
95393773,4.02,4,"f","harder",11,"agent",1,"Agent2"
95393773,4.02,4,"f","harder",12,"agent",1,"Agent1"
95393773,4.02,4,"f","harder",13,"agent",0,"Agent3"
27491680,4.76,4,"m","harder",1,"simple",1,"Number4"
27491680,4.76,4,"m","harder",2,"simple",1,"Stability"
27491680,4.76,4,"m","harder",3,"simple",1,"Number1"
27491680,4.76,4,"m","harder",4,"simple",1,"Number2"
27491680,4.76,4,"m","harder",5,"simple",1,"Number3"
27491680,4.76,4,"m","harder",6,"simple",0,"Number&Stability"
27491680,4.76,4,"m","harder",7,"complex",1,"Process2"
27491680,4.76,4,"m","harder",8,"complex",1,"Probability"
27491680,4.76,4,"m","harder",9,"complex",1,"Process1"
27491680,4.76,4,"m","harder",10,"complex",0,"Pattern"
27491680,4.76,4,"m","harder",11,"agent",1,"Agent3"
27491680,4.76,4,"m","harder",12,"agent",1,"Agent2"
27491680,4.76,4,"m","harder",13,"agent",1,"Agent1"
57513202,4.35,4,"f","harder",1,"simple",1,"Stability"
57513202,4.35,4,"f","harder",2,"simple",0,"Number&Stability"
57513202,4.35,4,"f","harder",3,"simple",1,"Number3"
57513202,4.35,4,"f","harder",4,"simple",0,"Number2"
57513202,4.35,4,"f","harder",5,"simple",0,"Number4"
57513202,4.35,4,"f","harder",6,"simple",1,"Number1"
57513202,4.35,4,"f","harder",7,"complex",1,"Probability"
57513202,4.35,4,"f","harder",8,"complex",1,"Process1"
57513202,4.35,4,"f","harder",9,"complex",0,"Pattern"
57513202,4.35,4,"f","harder",10,"complex",1,"Process2"
57513202,4.35,4,"f","harder",11,"agent",1,"Agent3"
57513202,4.35,4,"f","harder",12,"agent",1,"Agent1"
57513202,4.35,4,"f","harder",13,"agent",1,"Agent2"
98482699,4.27,4,"f","easier",1,"simple",1,"Number2"
98482699,4.27,4,"f","easier",2,"simple",1,"Number1"
98482699,4.27,4,"f","easier",3,"simple",1,"Number3"
98482699,4.27,4,"f","easier",4,"simple",0,"Number&Stability"
98482699,4.27,4,"f","easier",5,"simple",0,"Number4"
98482699,4.27,4,"f","easier",6,"simple",1,"Stability"
98482699,4.27,4,"f","easier",7,"complex",0,"Pattern"
98482699,4.27,4,"f","easier",8,"complex",1,"Process2"
98482699,4.27,4,"f","easier",9,"complex",1,"Probability"
98482699,4.27,4,"f","easier",10,"complex",1,"Process1"
98482699,4.27,4,"f","easier",11,"agent",1,"Agent3"
98482699,4.27,4,"f","easier",12,"agent",1,"Agent2"
98482699,4.27,4,"f","easier",13,"agent",0,"Agent1"
32307858,4.1,4,"f","easier",1,"simple",1,"Number4"
32307858,4.1,4,"f","easier",2,"simple",1,"Number3"
32307858,4.1,4,"f","easier",3,"simple",1,"Number1"
32307858,4.1,4,"f","easier",4,"simple",1,"Number2"
32307858,4.1,4,"f","easier",5,"simple",0,"Stability"
32307858,4.1,4,"f","easier",6,"simple",1,"Number&Stability"
32307858,4.1,4,"f","easier",7,"complex",1,"Process2"
32307858,4.1,4,"f","easier",8,"complex",1,"Process1"
32307858,4.1,4,"f","easier",9,"complex",1,"Probability"
32307858,4.1,4,"f","easier",10,"complex",1,"Pattern"
32307858,4.1,4,"f","easier",11,"agent",0,"Agent2"
32307858,4.1,4,"f","easier",12,"agent",1,"Agent3"
32307858,4.1,4,"f","easier",13,"agent",0,"Agent1"
55143928,4.68,4,"f","harder",1,"simple",1,"Stability"
55143928,4.68,4,"f","harder",2,"simple",0,"Number&Stability"
55143928,4.68,4,"f","harder",3,"simple",1,"Number4"
55143928,4.68,4,"f","harder",4,"simple",1,"Number3"
55143928,4.68,4,"f","harder",5,"simple",1,"Number1"
55143928,4.68,4,"f","harder",6,"simple",0,"Number2"
55143928,4.68,4,"f","harder",7,"complex",0,"Process2"
55143928,4.68,4,"f","harder",8,"complex",1,"Process1"
55143928,4.68,4,"f","harder",9,"complex",1,"Probability"
55143928,4.68,4,"f","harder",10,"complex",0,"Pattern"
55143928,4.68,4,"f","harder",11,"agent",1,"Agent2"
55143928,4.68,4,"f","harder",12,"agent",1,"Agent3"
55143928,4.68,4,"f","harder",13,"agent",1,"Agent1"
20896112,4.43,4,"f","easier",1,"simple",1,"Number1"
20896112,4.43,4,"f","easier",2,"simple",1,"Number&Stability"
20896112,4.43,4,"f","easier",3,"simple",0,"Number4"
20896112,4.43,4,"f","easier",4,"simple",1,"Number3"
20896112,4.43,4,"f","easier",5,"simple",1,"Stability"
20896112,4.43,4,"f","easier",6,"simple",1,"Number2"
20896112,4.43,4,"f","easier",7,"complex",1,"Probability"
20896112,4.43,4,"f","easier",8,"complex",0,"Pattern"
20896112,4.43,4,"f","easier",9,"complex",0,"Process1"
20896112,4.43,4,"f","easier",10,"complex",1,"Process2"
20896112,4.43,4,"f","easier",11,"agent",0,"Agent1"
20896112,4.43,4,"f","easier",12,"agent",1,"Agent2"
